
轮播频道,#genre#
有线娱乐台,http://122.228.25.101:80/hdl0901.plures.net/onlive/bebf038912cba7800f69350a2fbd23aa.flv?wshc_tag=0&wsts_tag=5e6e1f7f&wsid_tag=b62df488&wsiphost=ipdbm
有线603台,https://hdl0903.plures.net:443/onlive/ae202d4845907e482d17423aa3fdc984.flv
有线电影台,P2p://3114910866:9906/5cb05c52000a69c517a988073ced7a47.ts#http://58.221.32.228:80/hdl0901.plures.net/onlive/d6fb571efd88cffd1bd7534ca82dbfbf.flv#http://pull.scphsd.com/live/2cf6c6949619dae764965b3e963ef24a.flv
NOW直播台,http://58.221.32.221:80/hdl0901.plures.net/onlive/ba287dc51a63529cd9c99d3391c0bcba.flv?wshc_tag=0&wsts_tag=5e6e1e7b&wsid_tag=b62df488&wsiphost=ipdbm
NOW新闻台,http://pull.scphsd.com/live/3dc9147768729c82fdf7e62c6af19af1/playlist.m3u8#http://hdtv.ubdata.info/ublive/a7b5cbb14da05762b9fa751a2d905691/index.m3u8
香港開电视,https://hdl0903.plures.net:443/onlive/3aebcc66d0ac2c51824782cdb9f79882.flv
星空电影,https://hdl0903.plures.net/onlive/d1ede7e982d81c76affd1ab12b44b268.flv
星空体育,rtmp://58.200.131.2:1935/livetv/starsports
天映经典,p2p://fccsovh.pvbox.live:18912/5b3c4f9b00031383627eef60721e1738#P2p://51.79.41.138:18912/5b3c4f9b00031383627eef60721e1738#P2p://sdgdklwos.finetv.tv:9906/5b2e01c400098d0f0c42edad22c37385#p2p://langmaiptv.top:18912/5b3c4f9b00031383627eef60721e1738
天映频道HD,P2p://sdgdklwos.finetv.tv:9906/5b2f1ee9000d3e3d109cc71f4b240eb3
澳视澳门,http://61.244.22.4/ch1/ch1.live/playelist.m3u8#http://61.244.22.4/ch1/ch1.live/chunklist_w1769233607.m3u8
澳视葡语,http://61.244.22.4/ch2/ch2.live/chunklist_w861342563.m3u8
澳门,http://61.244.22.4/ch3/ch3.live/chunklist_w72827378.m3u8
中视經典,P2p://51.79.41.138:18912/5b140a14000a368c17d4fc0d0e2537ba
民视HD,http://116.199.5.51:8114/LIVES/1584288607_0010371962_0000000030.ts?FvSeid=5abd1660af1babb4&Fsv_filetype=2&Provider_id=00000000&Pcontent_id=7f88be5fb6fd426494f6aa240f1dc7a9&Fsv_CMSID=00000000&Fsv_Sd=10&Fsv_otype=1&UserID=#P2p://sdgdklwos.finetv.tv:9906/59fd230300046dc8029d402053e02fbf
民视台湾台HD,P2p://sdgdklwos.finetv.tv:9906/59fd0670000decc5022da459628c3d1a
公 视3HD,P2p://sdgdklwos.finetv.tv:9906/5ac5da01000d09fc15e6046427920804
一 新 闻HD,P2p://sdgdklwos.finetv.tv:9906/59fd08ad000509c00236604f613b08e7
一 综 合HD,P2p://sdgdklwos.finetv.tv:9906/59fd06f600087a21022fae61787f061c
中视经典台,P2p://sdgdklwos.finetv.tv:9906/59fd09bd0002ab6d023a86337415321a
中视新闻HD,P2p://sdgdklwos.finetv.tv:9906/59fd2282000219b8029b479b6fc21d86
三立戏剧台,P2p://sdgdklwos.finetv.tv:9906/59fd274c0001400d02adfc6d23452c25
三立综合台,P2p://sdgdklwos.finetv.tv:9906/59fd27240003732f02ad60c95d8e10a7
三立新闻HD,P2p://sdgdklwos.finetv.tv:9906/59fd08fd000707490237995b3c9f2775
三立都会台HD,P2p://sdgdklwos.finetv.tv:9906/59fd20f5000e6b4602953c0079210fd1
三立台湾台HD,P2p://sdgdklwos.finetv.tv:9906/5a1425f00009bfad5fb93e0a6f7070c4
中天亚洲台,https://hdl0903.plures.net:443/onlive/5678af846d723603034a541072cb8b32.flv#P2p://sdgdklwos.finetv.tv:9906/59fd05260002b0730228985b2c380c8a
中天新闻HD,P2p://sdgdklwos.finetv.tv:9906/5acb650d0006707f2b8d716537d413a9#P2p://sdgdklwos.finetv.tv:9906/59fd05020006070602280c953c2545e6
中天综合HD,P2p://sdgdklwos.finetv.tv:9906/59fd04bc00059d610226fb164a845fa5
中天娱乐HD,P2p://sdgdklwos.finetv.tv:9906/59fd049e0006fb6e0226863427c16955#http://104.250.154.42:8080/ZZ_zhongtianyule/ZZ_zhongtianyule-62631.ts
八大第1台HD,P2p://sdgdklwos.finetv.tv:9906/59fd22540006fb57029a95244a947e57
八大综合台HD,P2p://sdgdklwos.finetv.tv:9906/59fd22220005cbed0299d18627a207f7
八大戏剧台HD,P2p://sdgdklwos.finetv.tv:9906/59fd21c7000edfe70298706f2ef217c7
八大娱乐台HD,P2p://sdgdklwos.finetv.tv:9906/59fd38fe000e2eeb02f31f187a8b3f49
纬来育乐HD,P2p://sdgdklwos.finetv.tv:9906/59fd26ad000978f002ab917848d22993
纬来综合HD,P2p://sdgdklwos.finetv.tv:9906/59fd206e00099d6f02932b6078c86d9a
纬来戏剧HD,P2p://sdgdklwos.finetv.tv:9906/59fd20190002fb090291ddb256d73759
纬来电影HD,P2p://sdgdklwos.finetv.tv:9906/59fd1feb0003d7be02912a31740004af
纬来体育HD,P2p://sdgdklwos.finetv.tv:9906/5a141bab0009ca9c5f91208265721808
纬来精彩HD,P2p://sdgdklwos.finetv.tv:9906/5ac5d68600012bae15d868ee776c7fe2
东森幼幼HD,P2p://sdgdklwos.finetv.tv:9906/5a32188e00095e2bd4b5d0737fe325f5
东森电影HD,P2p://sdgdklwos.finetv.tv:9906/59fd0cab0008230a0245f94a229777bd
东森戏剧HD,P2p://sdgdklwos.finetv.tv:9906/59fd17a500022c250270d8533c186ce9
东森洋片HD,P2p://sdgdklwos.finetv.tv:9906/59fd17860002b83302705f6a03a560d2
东森综合HD,P2p://sdgdklwos.finetv.tv:9906/5a141ade0007bc435f8dff2d5b3453d7
东森新闻HD,P2p://sdgdklwos.finetv.tv:9906/5a1427ee0009fb195fc1064a3af652d1
东森财经HD,P2p://sdgdklwos.finetv.tv:9906/59fd1f94000ee56d028fd937397b7e63
东森新闻,http://hdl0901.plures.net/onlive/6157818eff8ee515a6e5cb137d2dbe4a.flv
靖天国际台HD,P2p://sdgdklwos.finetv.tv:9906/59fd32c800056a3402dad9e646096d29
靖天日本台HD,P2p://sdgdklwos.finetv.tv:9906/59fd2893000bff8802b2fc847a9852a6
靖天戏剧台HD,P2p://sdgdklwos.finetv.tv:9906/59fd36f80009b75202eb367f603a273f
靖天电影台HD,P2p://sdgdklwos.finetv.tv:9906/59fd358c00069b9502e5a7d404d940d2
靖天映画台HD,P2p://sdgdklwos.finetv.tv:9906/59fd3565000a788d02e5107642590dce
靖天卡通台HD,P2p://sdgdklwos.finetv.tv:9906/59fd38e0000de06a02f2a9c951a975a6
靖天育乐台HD,P2p://sdgdklwos.finetv.tv:9906/59fd3068000ea26902d195477bc86f19
靖洋戏剧台HD,P2p://sdgdklwos.finetv.tv:9906/59fd259600089bb202a74f6123416e8d
龙华偶像HD,P2p://sdgdklwos.finetv.tv:9906/59fd38a1000ca5a002f1b363682d5b70
龙华戏剧HD,P2p://sdgdklwos.finetv.tv:9906/59fd38840006b53d02f14094613f7615
龙华影剧HD,P2p://sdgdklwos.finetv.tv:9906/59fd30d6000988d702d341a0202638f5
龙华经典HD,P2p://sdgdklwos.finetv.tv:9906/59fd3363000e740302dd39b062856e0b
龙华电影HD,P2p://sdgdklwos.finetv.tv:9906/5acb86bc0005dc212c1104ce762f31f7
寰宇综合HD,P2p://sdgdklwos.finetv.tv:9906/59fd383a000db1c102f021590c272f6e
寰宇新闻台,P2p://sdgdklwos.finetv.tv:9906/59fd2b5e0006d13802bde4340bc41e87#http://hdl0901.plures.net/onlive/4626f08233a100cb2d68ba70fd92d0e2.flv
寰宇新闻2,mitv://147.135.39.171:9906/5cc68d1700058370fadeb50018e34ae4.ts#P2p://sdgdklwos.finetv.tv:9906/5a142744000f25045fbe6f82276e0d88
TVBS精采台,P2p://51.79.41.138:18912/5b14095e000d4f6717d235e84b4432ff
台湾艺术,http://210.209.3.1/live/4715A9B3-B3CB-93DC-EDD6-CABCE3AFD3E3.m3u8?fmt=x264_500K_ts&cpid=admin&size=1280X720?dsjtv.m3u8#http://210.209.3.1/live/4715A9B3-B3CB-93DC-EDD6-CABCE3AFD3E3.m3u8?fmt=x264_500K_ts&cpid=admin&size=1280X720
大爱二台,http://iptv.52qdg.com/iptv.php?id=tw&pamid=002#http://tv2.wanfudaluye.com/live/live.m3u8#https://tv2.wanfudaluye.com/live/live.m3u8
大爱一台,http://iptv.52qdg.com/iptv.php?id=tw&pamid=001#http://tv1.wanfudaluye.com/live/live.m3u8
大爱海外台,http://tv3.wanfudaluye.com/live/live.m3u8
民視台灣台,P2p://51.79.41.138:18912/5b14095f00097ec617d238d6575b7b8c
華視,P2p://51.79.41.138:18912/5c72484f000e498b1d51fe2201d92dd3
公视3,P2p://51.79.41.138:18912/5b14094a0002d1d117d1e518204a1cf0
ELTA體育2台,P2p://51.79.41.138:18912/5b1409da0004ba1317d418157a2631bc
ELTA體育3台,P2p://51.79.41.138:18912/5c7249f7000966361d58752a73813a0e
TVBS新聞台,P2p://51.79.41.138:18912/5c7249c2000e510f1d57a75a30592ee2
TVBS歡樂台,P2p://51.79.41.138:18912/5c72488a000a56b71d52e3a07060345e
東森亞洲,P2p://51.79.41.138:18912/5c724839000d2f361d51a7e41eb00016
東森綜合,P2p://51.79.41.138:18912/5c724877000e7b2d1d529a721b487255
東森超視,P2p://51.79.41.138:18912/5c72487c000667911d52abe7044c2b21
東森戲劇,P2p://51.79.41.138:18912/5c724882000704081d52c386798d4d25
東森幼幼,P2p://51.79.41.138:18912/5c724866000564111d5255b84de26a1c
三立新聞,P2p://51.79.41.138:18912/5c7249be000b87931d5796ff51e62b02
中天新聞,P2p://51.79.41.138:18912/5c7249b6000641f71d5776673c1d2f63#p8p://0198.02686.cc:16871/5d1a69b000057f8711bdce095e527c76.ts#vjms://58.215.133.161:8500/live/cid=407
亞洲旅遊台,P2p://51.79.41.138:18912/5c724854000188081d520e6e279b2446
緯來戲劇,P2p://51.79.41.138:18912/5c72488e000bae061d52f38e705751dd#vjms://58.215.133.161:8500/live/cid=137#vjms://58.215.133.185:8500:3502/live/cid=137#vjms://58.215.133.184:8500:3502/live/cid=137
緯來電影,P2p://51.79.41.138:18912/5c7249d80003096d1d57fa6c33601be9
JET综合,P2p://51.79.41.138:18912/5c724892000e3e1c1d5303da4a3c6c26
LTV龍華影劇,P2p://51.79.41.138:18912/5b1408f2000aaf8c17d08f5c001549e8
LTV龍華經典,P2p://51.79.41.138:18912/5b14090b0001269c17d0ee93023202c3
壹新聞,P2p://51.79.41.138:18912/5c724897000cb1861d5316f515e3763e
非凡新聞,P2p://51.79.41.138:18912/5c7249cb000744bc1d57c8bd53377361#p8p://0198.02686.cc:16871/5d1a69d500091c6b11be5f7e1276fa82.ts#vjms://58.215.133.161:8500/live/cid=443
衛視電影台,P2p://51.79.41.138:18912/5c7249cf00095b611d57d8da587f1c48
星衛娛樂台,P2p://51.79.41.138:18912/5c724a0a000180991d58bd4f6e533ad5
星衛電影台,P2p://51.79.41.138:18912/5c724a05000626a61d58aaff0c3f3175
美亞電影台,P2p://51.79.41.138:18912/5c724a0e000442831d58cdaa6a2c5c52
MTV音樂台,P2p://51.79.41.137:18912/5b1409160006a29117d11af270d37d68
國家地理野生,P2p://51.79.41.138:18912/5c7249fb000db88c1d5885e333974925#vjms://58.215.133.161:8500/live/cid=263
博斯運動 I,P2p://51.79.41.138:18912/5bdbf3c000090089d217ae043a22515e
博斯運動 II,P2p://51.79.41.138:18912/5b14098e0000e93717d2ee3b694601b7
博斯高球 I,P2p://51.79.41.138:18912/5b1409f3000f373217d47c6d014c2310
好萊塢電影,P2p://51.79.41.138:18912/5c7249e2000125281d5820ff23a165d1
採昌影劇台,P2p://51.79.41.137:18912/5b1409db0009049a17d41d161677386d
大爱,P2p://51.79.41.138:18912/5c7248470009cd451d51ddb92c7476f0#p2p://51.79.41.138:18912/5c7248470009cd451d51ddb92c7476f0.ts 
大爱2台,P2p://51.79.41.138:18912/5bdbf3990002e4dcd217142515c50e46
衛視中文台,p2p://sdgdklwos.finetv.tv:9906/59fd0394000660a0022277050be47b46.ts
衛視合家歡,p2p://sdgdklwos.finetv.tv:9906/59fd14190000e1040262fd2560d91f69.ts
衛視西片,p2p://sdgdklwos.finetv.tv:9906/59fd1475000301e1026465123e2e3650.ts
非凡商業,p2p://sdgdklwos.finetv.tv:9906/5b07a59b0005c8ff766a65e653565438
佛衛慈悲台,P2p://51.79.41.137:18912/5bdbf39c000a4154d21721c16bc7247c
華麗台,P2p://51.79.41.137:18912/5b3c4fa10001acfa627f067273f636b0
凤凰中文台,http://liveali.ifeng.com/live/FHZW.m3u8#vjms://113.96.133.24:8500:3502/live/cid=400#http://117.169.124.43:6610/ysten-businessmobile/live/fhchinese/index.m3u8#http://112.50.243.10/PLTV/88888888/224/3221225900/3.m3u8#http://125.210.152.18:9090/live/FHZW_1200.m3u8#http://liveali.ifeng.com/live/FHZW.flv
凤凰咨讯台,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225949/1.m3u8#http://liveali.ifeng.com/live/FHZX.m3u8
RTHK31HD,P2p://sdgdklwos.finetv.tv:9906/5b1ea0dc000bba59d03063fa2f1a513c
RTHK32HD,P2p://sdgdklwos.finetv.tv:9906/5b1ea120000af380d0316d6b59657817
ViuTV,P2p://51.79.41.138:18912/5b1409540006651917d20d1346721578.ts.ts
FTV8,P2p://sdgdklwos.finetv.tv:9906/59fd0add000221eb023eeb130f1c4195
卫视中文台HD,P2p://sdgdklwos.finetv.tv:9906/59fd0394000660a0022277050be47b46
卫视閤家欢HD,P2p://sdgdklwos.finetv.tv:9906/59fd14190000e1040262fd2560d91f69
卫视西片台HD,P2p://sdgdklwos.finetv.tv:9906/59fd1475000301e1026465123e2e3650
VIU TVHD,P2p://sdgdklwos.finetv.tv:9906/59fd171800092000026eb35003107eef
VIU TV6HD,P2p://sdgdklwos.finetv.tv:9906/5ad32bae0001dd1049ed9be114c818f0
香港开电视,P2p://sdgdklwos.finetv.tv:9906/5acb61a30004069d2b801ab951492f07#http://pull.scphsd.com/live/e9e13e671603b9bf78a90ac34f412ab9.flv
民 视HD,http://58.215.133.195:8500/cgi-bin/live.fcgi
中 视HD,P2p://sdgdklwos.finetv.tv:9906/59fd06ac000555a7022e8c862ebc1019
华 视HD,P2p://sdgdklwos.finetv.tv:9906/59fd068a0005f99e022e07d55c2f581d
阿里郎电视,P2p://sdgdklwos.finetv.tv:9906/59fd303f000e8d8702d0f510645c2ff4
寰宇财经台,P2p://sdgdklwos.finetv.tv:9906/59fd2b98000b4fba02bec7ed4c560211
非凡商业台,P2p://sdgdklwos.finetv.tv:9906/5b07a59b0005c8ff766a65e653565438
非凡新闻HD,P2p://sdgdklwos.finetv.tv:9906/59fd05f30007004f022bba4b77671d93
台视新闻HD,P2p://sdgdklwos.finetv.tv:9906/59fd299b00054a3002b7020e67d657e3
民视新闻台HD,P2p://sdgdklwos.finetv.tv:9906/59fd05930008403b022a439a3b9b7401
龙华动画HD,P2p://sdgdklwos.finetv.tv:9906/59fd26690002a01402aa86134bf26468
龙华洋片HD,P2p://sdgdklwos.finetv.tv:9906/59fd07650001a79102315e34781149f3
采昌影剧HD,P2p://sdgdklwos.finetv.tv:9906/59fd15cc000cd7cc0269a36a466420ca
世界影城HD,P2p://sdgdklwos.finetv.tv:9906/59fd29d600014b6302b7e78c36d43070
非凡新聞台,http://dlhls-cdn-mp.zhanqi.tv/zqlive/298641_fQSGz.m3u8
三立新聞台,http://dlhls-cdn-mp.zhanqi.tv/zqlive/298998_I3GDL.m3u8
東森電影台,http://dlhls-cdn-mp.zhanqi.tv/zqlive/298786_WkyL7.m3u8
香港亚视1台,https://de035ceb0768225b04e9a007abe39fca.live.prod.hkatv.com/a1_cbr_lo.m3u8
韩国影院,http://tx.hls.huya.com/huyalive/28466698-2689662310-11552011658733813760-3048959582-10057-A-1525512946-1.m3u8
香港卫视卡式台,http://aldirect.hls.huya.com/huyalive/30765679-2480413542-10653295043445522432-3048959596-10057-A-0-1.m3u8
NOW爆谷中文,http://aldirect.hls.huya.com/huyalive/94525224-2460686034-10568566041753944064-2789274542-10057-A-0-1_1200.m3u8
周口影视,https://dlhls-cdn-mp.zhanqi.tv/zqlive/80918_cr4oy.m3u8
東森電影 ,p2p://190.2.146.92:18912/5c7249d3000cb8ea1d57e9650d7148b7.ts#mitv://190.2.146.92:18912/5c7249d3000cb8ea1d57e9650d7148b7.ts
龍祥电影,P2p://198.255.74.87:9906/5dc08f10000cb2e301b7cb3f139d50f8.ts
美亞電影 ,p2p://190.2.146.92:18912/5c724a0e000442831d58cdaa6a2c5c52.ts#mitv://190.2.146.92:18912/5c724a0e000442831d58cdaa6a2c5c52.ts
緯來電影 ,p2p://190.2.146.92:18912/5c7249d80003096d1d57fa6c33601be9.ts#mitv://190.2.146.92:18912/5c7249d80003096d1d57fa6c33601be9.ts
星衛電影 ,p2p://190.2.146.92:18912/5c724a05000626a61d58aaff0c3f3175.ts#mitv://190.2.146.92:18912/5c724a05000626a61d58aaff0c3f3175.ts
好萊塢電影 ,p2p://190.2.146.92:18912/5c7249e2000125281d5820ff23a165d1.ts#mitv://190.2.146.92:18912/5c7249e2000125281d5820ff23a165d1.ts
HBO HD ,p2p://190.2.146.92:18912/5c7249dd000ca2101d58106551ff3ed4.ts#mitv://190.2.146.92:18912/5c7249dd000ca2101d58106551ff3ed4.ts
衛視電影 ,p2p://190.2.146.92:18912/5c7249cf00095b611d57d8da587f1c48.ts#mitv://190.2.146.92:18912/5c7249cf00095b611d57d8da587f1c48.ts
凤凰资讯(高清),https://116.77.72.195/streams/d/fhzx/playlist.m3u8
凤凰资讯,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225949/1.m3u8 #http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226142/1.m3u8 #http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226122/1.m3u8#http://iptv.papiquan.com/ddll/fhzx.php
无线财经,http://prdsecurelive.ainemo.com/live/234cjcj.m3u8#http://hdl0901.plures.net/onlive/68d0f02814dea4f4d287723150631b8d.flv#http://iptv.papiquan.com/ddll/wxtv.php?id=j5_ch85#http://iptv.papiquan.com/ddll/hktvabc.php?id=10#http://112.120.250.68:7522/upnp/channelstream/04
香港经典,http://aldirect.hls.huya.com/huyalive/29106097-2689453724-11551115788685410304-2847687506-10057-A-1525422901-1_1200.m3u8
香港 Ⅰ TVB 翡翠台,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=188&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
龙翔电影,http://192.154.103.75:8080/ZZ_shidai/ZZ_shidai.m3u8
凤凰资讯1,http://liveali.ifeng.com/live/FHZX.flv
凤凰资讯3,http://125.210.152.18:9090/live/FHZX_1200.m3u8
澳门 Ⅰ 澳亚卫视1,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=192&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
澳门 Ⅰ 澳门卫星,http://61.244.22.4/ch3/ch3.live/playelist.m3u8
人间,p2p://51.79.41.138:18912/5c7350ff0000f8e6215bea3724fd0f2f.ts 
MOMO親子台,p2p://51.79.41.138:18912/5d70eb0f000a5e750d0a9659304554ba.ts 
凤凰中文HD1,http://221.179.217.70/PLTV/88888888/224/3221225942/1.m3u8
香港凤凰香港,http://qlive.fengshows.cn/live720p/PHK.flv?txSecret=8b7125c692389da69e056d3f73897627&txTime=16ecb504dfe
TVB功夫,http://pull.scphsd.com/live/e700c972c4bd64607b0d69f4d040dad7.flv
now新闻,http://pull.scphsd.com/live/82fdf7e62c6af19af13dc9147768729c.flv
有线新闻,http://pull.scphsd.com/live/76c4df49656c80d2d48eda6cacfb094c.flv#http://iptv.papiquan.com/ddll/hktvabc.php?id=31
无线新闻,http://pull.scphsd.com/live/f1ef485a40a9d6df51c376793660e726.flv#http://iptv.papiquan.com/ddll/hktvabc.php?id=9#http://47.240.60.73/wxxw.php?id=inews?is_hd#http://112.120.250.68:7522/upnp/channelstream/03
now直播,http://hdl0901.plures.net/onlive/73e11f7217a26fcbd7133ec610cab20f.flv
tvb经典,http://hdl0901.plures.net/onlive/8045b1997a683a4c91d1e91d5ea4a782.flv
Viu TV,http://pull.scphsd.com/live/f0e457f7d0e0cbbcf6df8965a385a130.flv#http://iptv.papiquan.com/ddll/hktvabc.php?id=8
有线财经,http://hdl0901.plures.net/onlive/5f9ff1b5eb4057e603899f99c3101cef.flv
bloomberg,http://hdl0901.plures.net/onlive/5e98bd9c420c444d30e759029d38c07f.flv
卫视中文台,http://pull.scphsd.com/live/58835097fe9e63cea28a0a0a4585ab4b.flv
壹新闻,http://pull.scphsd.com/live/380c4d6c56dbb8ff73e032cd61908b6e.flv
寰宇新闻台2,http://hdl0901.plures.net/onlive/27860e78f17bd973b3c41e877f66971e.flv
华视新闻,http://hdl0901.plures.net/onlive/72aac9265999df21833c591e80bfb421.flv
tvbs新闻,http://hdl0901.plures.net/onlive/e78f034702fc82bc5851ce2f2c57ce6a.flv
民视新闻台,http://hdl0901.plures.net/onlive/f0b92eb7f650a2f38a03c7fb7a217562.flv
三立财经新闻,http://hdl0901.plures.net/onlive/ffc3a2cf0ee1c7ed2a24c3dfd9996486.flv
东森财经新闻,http://hdl0901.plures.net/onlive/3199893ad4c5a62d5f5e4124793dc551.flv#vjms://58.215.133.185:8500:3502/live/cid=456
东森亚洲新闻,http://hdl0901.plures.net/onlive/f8dc7433323a627ece831f73cc75d2f6.flv
voa,http://hdl0901.plures.net/onlive/5cb4ec3997c4ed5a702779bc2c77d3ef.flv
bbc,http://hdl0901.plures.net/onlive/b50234151714b8a3eeca2f4861d69ad5.flv
cnn,http://hdl0901.plures.net/onlive/a384162937073f91695b96c5262a9319.flv
韩国娱乐台,http://hdl0901.plures.net/onlive/926c086e6cb4213e2432a0b00716dfa5.flv
ELEVEN体育1,http://pull.scphsd.com/live/b1b00e31afe09ffa7546b6317a8e448c.flv
爱尔达体育1,http://pull.scphsd.com/live/4e2d4b408b3ff50476906b46b1b85746.flv
爱尔达体育3,http://hdl0901.plures.net/onlive/66d84ee15b14456fb0634e94d2393685.flv
爱尔达体育2,http://hdl0901.plures.net/onlive/1703f2e33a287cf1389ac6d03e772f86.flv
nba,http://hdl0901.plures.net/onlive/af5421903a49d6b2a05d8a528fb17f88.flv
民视综艺,http://hdl0901.plures.net/onlive/34321c1d80755424fe57552109265a60.flv
tvbs欢乐,http://ter.live2.ksmobile.net/yolo/43e81a3fe7dc4321b89e008318c22d1b.flv
tvbs精彩,http://hdl0901.plures.net/onlive/1403c82916c4bb7b07881cc6fe5f3373.flv
tvbs,http://hdl0901.plures.net/onlive/824d5264e1ff170f07d7de2d766a1847.flv
民视,http://hdl0901.plures.net/onlive/cef99681b6d8ee4cbe9f9943d7880d41.flv#vjms://58.215.133.185:8500:3502/live/cid=450
生命,http://ter.live2.ksmobile.net/yolo/9b9986691ace485a81144ab61d603d8c.flv
星空衛視,rtmp://ivi.bupt.edu.cn:1935/livetv/startv#http://116.199.5.51:8114/index.m3u8?FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=&Pcontent_id=.m3u8&Fsv_chan_hls_se_idx=233
TVB 明珠,http://iptv.papiquan.com/ddll/hktvabc.php?id=13#http://144.48.240.144:2019/SunTv.php?name=XGMingZhu#http://112.120.250.68:7522/upnp/channelstream/01
TVB 翡翠,http://iptv.papiquan.com/ddll/hktvabc.php?id=1
TVB J2,http://iptv.papiquan.com/ddll/hktvabc.php?id=12#http://112.120.250.68:7522/upnp/channelstream/02
TVB 星河,https://116.77.72.195/streams/d/tvbxh/playlist.m3u8
有线630,rtmp://112.30.135.40:1935/live-zb.nanhailong.com/live/ch215
澳門衛視,http://iptv.papiquan.com/ddll/hktvabc.php?id=23
澳亞衛視,http://iptv.papiquan.com/ddll/hktvabc.php?id=24
大爱卫视,https://tv1.wanfudaluye.com/live/live.m3u8
大爱海外,https://tv3.wanfudaluye.com/live/live.m3u8
好萊塢,http://104.250.154.42:8080//ZZ_haolaiwu/ZZ_haolaiwu.m3u8
寰宇新聞臺,p8p://0198.02686.cc:16871/5d1a69ba0007750411bdf59a5aa4b66d.ts
好消息1,p8p://0198.02686.cc:16871/5d1a69b9000b139e11bdf29f39814479.ts
壹電視新聞臺,p8p://0198.02686.cc:16871/5d1a69b6000b8d0a11bde706a99c146a.ts
民視新聞,p8p://0198.02686.cc:16871/5d1a69c50008f95211be20f5ac2747e5.ts
東森財經新聞,p8p://0198.02686.cc:16871/5d1a69c300063ae211be1871800a9ae8.ts#vjms://58.215.133.161:8500:3502/live/cid=456
新視覺,p8p://0198.02686.cc:16871/5d1a69dc0002242811be790dbf0a1a04.ts
壹電視資訊綜合臺,p8p://0198.02686.cc:16871/5d1a69b70007631411bde9dd9eaae997.ts
大愛二臺,p8p://0198.02686.cc:16871/5d1a69b8000386b311bdecc8d9c8c96a.ts
EYE_TV戲劇臺,p8p://0198.02686.cc:16871/5d1a69a2000ca28211bd992d29a29542.ts
鴻基影劇臺,p8p://0198.02686.cc:16871/5d1a69d700008c5a11be651dc2bd3d52.ts
tvNP7p,p8p://0198.02686.cc:16871/5d1a69ac0001052011bdbd440481f777.ts
Golf_Plus_(博斯高球二臺)P7p,p8p://0198.02686.cc:16871/5d1a69a6000ef72511bda96629eb9aa4.ts
歷史頻道P7p,p8p://0198.02686.cc:16871/5d1a69c40001cae711be1b366a85c718.ts
第一財經P7p,p8p://0198.02686.cc:16871/5d1a69df000139dd11be8489e1d7a141.ts
中天新聞 ,mitv://190.2.146.92:18912/5c7249b6000641f71d5776673c1d2f63.ts
華視 ,mitv://190.2.146.92:18912/5c72484f000e498b1d51fe2201d92dd3.ts
東森超視 ,mitv://190.2.146.92:18912/5c72487c000667911d52abe7044c2b21.ts
八大戲劇 ,mitv://190.2.146.92:18912/5c72488600080edc1d52d364104615a0.ts
大愛 ,mitv://190.2.146.92:18912/5c7248470009cd451d51ddb92c7476f0.ts
霹靂台灣 ,mitv://190.2.146.92:18912/5c7248580004e26e1d521ee9240c6230.ts
民視 ,mitv://190.2.146.92:18912/5c72483f0003db4b1d51bcf349367c26.ts
中視 ,mitv://190.2.146.92:18912/5c72484b000b1d091d51edb7087b7686.ts
TVBS新聞 ,mitv://190.2.146.92:18912/5c7249c2000e510f1d57a75a30592ee2.ts
非凡新聞 ,mitv://190.2.146.92:18912/5c7249cb000744bc1d57c8bd53377361.ts
東森新聞 ,mitv://190.2.146.92:18912/5c7248a0000383701d5337cb153b4b51.ts
三立新聞 ,mitv://190.2.146.92:18912/5c7249be000b87931d5796ff51e62b02.ts
中天亞洲 ,mitv://190.2.146.92:18912/5c724839000d2f361d51a7e41eb00016.ts
亞洲旅遊 ,mitv://190.2.146.92:18912/5c724854000188081d520e6e279b2446.ts
東森幼幼 ,mitv://190.2.146.92:18912/5c724866000564111d5255b84de26a1c.ts
東森戲劇 ,mitv://190.2.146.92:18912/5c724882000704081d52c386798d4d25.ts
